Date,City,Year,Quarter,Month,Day,DayOfWeek,Season,Max Temp (°C),Min Temp (°C),Avg Temp (°C),Temp Range (°C),Rainfall (mm),Rainy Day,Rainfall Category,Max Wind (km/h),Rolling Avg 7,Rolling Avg 30,Lag1,Lag7,Monthly Avg Temp,Temp Anomaly,Temperature Category,Is Weekend,Cumulative Rainfall,Outlier
2021-01-01,Chennai,2021,1,1,1,Friday,Winter,27.0,24.1,25.55,2.8999999999999986,0.1,1,Light,22.0,25.55,25.55,25.55,25.55,25.33709677419355,0.21290322580644983,Warm,False,0.1,False
2021-01-02,Chennai,2021,1,1,2,Saturday,Winter,25.5,23.9,24.7,1.6000000000000014,15.7,1,Moderate,21.1,25.125,25.125,25.55,24.7,25.33709677419355,-0.6370967741935516,Warm,True,15.799999999999999,False
2021-01-03,Chennai,2021,1,1,3,Sunday,Winter,27.0,23.6,25.3,3.3999999999999986,3.5,1,Light,19.5,25.183333333333334,25.183333333333334,24.7,25.3,25.33709677419355,-0.037096774193550175,Warm,True,19.299999999999997,False
2021-01-04,Chennai,2021,1,1,4,Monday,Winter,26.7,23.6,25.15,3.099999999999998,4.5,1,Light,19.5,25.175,25.175,25.3,25.15,25.33709677419355,-0.1870967741935523,Warm,False,23.799999999999997,False
2021-01-05,Chennai,2021,1,1,5,Tuesday,Winter,26.0,23.8,24.9,2.1999999999999993,17.6,1,Moderate,16.6,25.119999999999997,25.119999999999997,25.15,24.9,25.33709677419355,-0.4370967741935523,Warm,False,41.4,False
2021-01-06,Chennai,2021,1,1,6,Wednesday,Winter,26.9,23.4,25.15,3.5,16.1,1,Moderate,15.5,25.125,25.125,24.9,25.15,25.33709677419355,-0.1870967741935523,Warm,False,57.5,False
2021-01-07,Chennai,2021,1,1,7,Thursday,Winter,27.2,23.5,25.35,3.6999999999999993,3.4,1,Light,17.2,25.157142857142855,25.157142857142855,25.15,25.35,25.33709677419355,0.012903225806450536,Warm,False,60.9,False
2021-01-08,Chennai,2021,1,1,8,Friday,Winter,27.9,23.8,25.85,4.099999999999998,4.2,1,Light,13.5,25.199999999999996,25.24375,25.35,25.55,25.33709677419355,0.5129032258064505,Warm,False,65.1,False
2021-01-09,Chennai,2021,1,1,9,Saturday,Winter,28.0,23.6,25.8,4.399999999999999,2.0,1,Light,18.2,25.357142857142858,25.305555555555557,25.85,24.7,25.33709677419355,0.4629032258064498,Warm,True,67.1,False
2021-01-10,Chennai,2021,1,1,10,Sunday,Winter,28.0,24.0,26.0,4.0,0.9,1,Light,19.1,25.457142857142856,25.375,25.8,25.3,25.33709677419355,0.6629032258064491,Warm,True,68.0,False
2021-01-11,Chennai,2021,1,1,11,Monday,Winter,28.0,24.0,26.0,4.0,3.0,1,Light,22.1,25.57857142857143,25.431818181818183,26.0,25.15,25.33709677419355,0.6629032258064491,Warm,False,71.0,False
2021-01-12,Chennai,2021,1,1,12,Tuesday,Winter,28.1,24.4,26.25,3.700000000000003,0.9,1,Light,22.7,25.771428571428572,25.5,26.0,24.9,25.33709677419355,0.9129032258064491,Warm,False,71.9,False
2021-01-13,Chennai,2021,1,1,13,Wednesday,Winter,27.9,23.9,25.9,4.0,0.7,1,Light,21.7,25.87857142857143,25.53076923076923,26.25,25.15,25.33709677419355,0.5629032258064477,Warm,False,72.6,False
2021-01-14,Chennai,2021,1,1,14,Thursday,Winter,27.2,23.8,25.5,3.3999999999999986,1.6,1,Light,21.9,25.900000000000002,25.52857142857143,25.9,25.35,25.33709677419355,0.16290322580644911,Warm,False,74.2,False
2021-01-15,Chennai,2021,1,1,15,Friday,Winter,28.1,23.0,25.55,5.100000000000001,0.0,0,No Rain,14.3,25.857142857142858,25.529999999999998,25.5,25.85,25.33709677419355,0.21290322580644983,Warm,False,74.2,False
2021-01-16,Chennai,2021,1,1,16,Saturday,Winter,27.6,21.8,24.700000000000003,5.800000000000001,0.0,0,No Rain,12.7,25.7,25.478125,25.55,25.8,25.33709677419355,-0.637096774193548,Warm,True,74.2,False
2021-01-17,Chennai,2021,1,1,17,Sunday,Winter,27.2,20.5,23.85,6.699999999999999,0.0,0,No Rain,14.0,25.392857142857142,25.38235294117647,24.700000000000003,26.0,25.33709677419355,-1.4870967741935495,Warm,True,74.2,False
2021-01-18,Chennai,2021,1,1,18,Monday,Winter,27.8,23.0,25.4,4.800000000000001,0.0,0,No Rain,18.9,25.307142857142857,25.383333333333333,23.85,26.0,25.33709677419355,0.0629032258064477,Warm,False,74.2,False
2021-01-19,Chennai,2021,1,1,19,Tuesday,Winter,28.0,22.5,25.25,5.5,0.0,0,No Rain,17.6,25.164285714285715,25.376315789473683,25.4,26.25,25.33709677419355,-0.08709677419355089,Warm,False,74.2,False
2021-01-20,Chennai,2021,1,1,20,Wednesday,Winter,27.9,22.5,25.2,5.399999999999999,0.0,0,No Rain,14.6,25.064285714285713,25.3675,25.25,25.9,25.33709677419355,-0.1370967741935516,Warm,False,74.2,False
2021-01-21,Chennai,2021,1,1,21,Thursday,Winter,28.2,23.1,25.65,5.099999999999998,0.2,1,Light,9.7,25.085714285714285,25.38095238095238,25.2,25.5,25.33709677419355,0.3129032258064477,Warm,False,74.4,False
2021-01-22,Chennai,2021,1,1,22,Friday,Winter,28.5,22.9,25.7,5.600000000000001,1.1,1,Light,11.6,25.107142857142858,25.395454545454548,25.65,25.55,25.33709677419355,0.3629032258064484,Warm,False,75.5,False
2021-01-23,Chennai,2021,1,1,23,Saturday,Winter,28.2,22.4,25.299999999999997,5.800000000000001,0.4,1,Light,10.8,25.192857142857143,25.391304347826086,25.7,24.700000000000003,25.33709677419355,-0.03709677419355373,Warm,True,75.9,False
2021-01-24,Chennai,2021,1,1,24,Sunday,Winter,28.1,21.6,24.85,6.5,0.3,1,Light,12.6,25.335714285714285,25.368750000000002,25.299999999999997,23.85,25.33709677419355,-0.48709677419354946,Warm,True,76.2,False
2021-01-25,Chennai,2021,1,1,25,Monday,Winter,28.0,21.9,24.95,6.100000000000001,0.8,1,Light,12.8,25.27142857142857,25.351999999999997,24.85,25.4,25.33709677419355,-0.3870967741935516,Warm,False,77.0,False
2021-01-26,Chennai,2021,1,1,26,Tuesday,Winter,27.9,20.1,24.0,7.799999999999997,0.0,0,No Rain,13.4,25.092857142857138,25.299999999999997,24.95,25.25,25.33709677419355,-1.3370967741935509,Warm,False,77.0,False
2021-01-27,Chennai,2021,1,1,27,Wednesday,Winter,27.5,21.1,24.3,6.399999999999999,0.0,0,No Rain,12.2,24.964285714285715,25.262962962962963,24.0,25.2,25.33709677419355,-1.0370967741935502,Warm,False,77.0,False
2021-01-28,Chennai,2021,1,1,28,Thursday,Winter,28.1,22.5,25.3,5.600000000000001,0.8,1,Light,18.4,24.914285714285715,25.264285714285712,24.3,25.65,25.33709677419355,-0.037096774193550175,Warm,False,77.8,False
2021-01-29,Chennai,2021,1,1,29,Friday,Winter,28.5,24.0,26.25,4.5,0.7,1,Light,17.9,24.992857142857144,25.298275862068966,25.3,25.7,25.33709677419355,0.9129032258064491,Warm,False,78.5,False
2021-01-30,Chennai,2021,1,1,30,Saturday,Winter,28.4,23.6,26.0,4.799999999999997,0.0,0,No Rain,15.3,25.092857142857145,25.321666666666665,26.25,25.299999999999997,25.33709677419355,0.6629032258064491,Warm,True,78.5,False
2021-01-31,Chennai,2021,1,1,31,Sunday,Winter,28.5,23.1,25.8,5.399999999999999,0.0,0,No Rain,16.1,25.228571428571428,25.330000000000002,26.0,24.85,25.33709677419355,0.4629032258064498,Warm,True,78.5,False
2021-02-01,Chennai,2021,1,2,1,Monday,Winter,28.5,23.3,25.9,5.199999999999999,0.0,0,No Rain,20.2,25.36428571428571,25.37,25.8,24.95,24.942857142857143,0.9571428571428555,Warm,False,78.5,False
2021-02-02,Chennai,2021,1,2,2,Tuesday,Winter,28.2,22.2,25.2,6.0,0.5,1,Light,19.5,25.535714285714285,25.366666666666667,25.9,24.0,24.942857142857143,0.25714285714285623,Warm,False,79.0,False
2021-02-03,Chennai,2021,1,2,3,Wednesday,Winter,27.9,22.9,25.4,5.0,0.0,0,No Rain,18.6,25.692857142857143,25.375,25.2,24.3,24.942857142857143,0.4571428571428555,Warm,False,79.0,False
2021-02-04,Chennai,2021,1,2,4,Thursday,Winter,28.2,21.2,24.7,7.0,0.0,0,No Rain,18.5,25.607142857142858,25.368333333333332,25.4,25.3,24.942857142857143,-0.24285714285714377,Warm,False,79.0,False
2021-02-05,Chennai,2021,1,2,5,Friday,Winter,27.9,21.0,24.45,6.899999999999999,0.0,0,No Rain,16.1,25.349999999999998,25.345000000000002,24.7,26.25,24.942857142857143,-0.49285714285714377,Warm,False,79.0,False
2021-02-06,Chennai,2021,1,2,6,Saturday,Winter,28.0,20.5,24.25,7.5,0.0,0,No Rain,18.4,25.099999999999998,25.308333333333334,24.45,26.0,24.942857142857143,-0.6928571428571431,Warm,True,79.0,False
2021-02-07,Chennai,2021,1,2,7,Sunday,Winter,28.7,19.5,24.1,9.2,0.0,0,No Rain,19.1,24.857142857142858,25.25,24.25,25.8,24.942857142857143,-0.8428571428571416,Warm,True,79.0,False
2021-02-08,Chennai,2021,1,2,8,Monday,Winter,28.2,20.4,24.299999999999997,7.800000000000001,0.0,0,No Rain,20.4,24.62857142857143,25.2,24.1,25.9,24.942857142857143,-0.6428571428571459,Warm,False,79.0,False
2021-02-09,Chennai,2021,1,2,9,Tuesday,Winter,28.4,23.7,26.049999999999997,4.699999999999999,0.0,0,No Rain,17.9,24.749999999999996,25.201666666666664,24.299999999999997,25.2,24.942857142857143,1.107142857142854,Warm,False,79.0,False
2021-02-10,Chennai,2021,1,2,10,Wednesday,Winter,28.0,19.5,23.75,8.5,0.0,0,No Rain,13.1,24.514285714285712,25.126666666666665,26.049999999999997,25.4,24.942857142857143,-1.192857142857143,Warm,False,79.0,False
2021-02-11,Chennai,2021,1,2,11,Thursday,Winter,28.2,20.1,24.15,8.099999999999998,0.0,0,No Rain,12.6,24.435714285714283,25.05666666666667,23.75,24.7,24.942857142857143,-0.7928571428571445,Warm,False,79.0,False
2021-02-12,Chennai,2021,1,2,12,Friday,Winter,28.1,20.7,24.4,7.400000000000002,0.0,0,No Rain,13.8,24.428571428571427,25.006666666666668,24.15,24.45,24.942857142857143,-0.5428571428571445,Warm,False,79.0,False
2021-02-13,Chennai,2021,1,2,13,Saturday,Winter,28.5,21.1,24.8,7.399999999999999,0.0,0,No Rain,15.5,24.507142857142856,24.983333333333334,24.4,24.25,24.942857142857143,-0.14285714285714235,Warm,True,79.0,False
2021-02-14,Chennai,2021,1,2,14,Sunday,Winter,28.4,20.5,24.45,7.899999999999999,0.0,0,No Rain,17.2,24.557142857142857,24.946666666666665,24.8,24.1,24.942857142857143,-0.49285714285714377,Warm,True,79.0,False
2021-02-15,Chennai,2021,1,2,15,Monday,Winter,28.6,19.9,24.25,8.700000000000003,0.0,0,No Rain,15.6,24.55,24.93166666666667,24.45,24.299999999999997,24.942857142857143,-0.6928571428571431,Warm,False,79.0,False
2021-02-16,Chennai,2021,1,2,16,Tuesday,Winter,28.9,20.5,24.7,8.399999999999999,0.0,0,No Rain,14.1,24.357142857142858,24.959999999999997,24.25,26.049999999999997,24.942857142857143,-0.24285714285714377,Warm,False,79.0,False
2021-02-17,Chennai,2021,1,2,17,Wednesday,Winter,28.4,21.3,24.85,7.099999999999998,0.0,0,No Rain,14.4,24.514285714285712,24.941666666666666,24.7,23.75,24.942857142857143,-0.09285714285714164,Warm,False,79.0,False
2021-02-18,Chennai,2021,1,2,18,Thursday,Winter,28.7,24.0,26.35,4.699999999999999,0.0,0,No Rain,16.9,24.82857142857143,24.978333333333335,24.85,24.15,24.942857142857143,1.4071428571428584,Warm,False,79.0,False
2021-02-19,Chennai,2021,1,2,19,Friday,Winter,28.0,23.0,25.5,5.0,4.8,1,Light,20.2,24.985714285714288,24.988333333333333,26.35,24.4,24.942857142857143,0.5571428571428569,Warm,False,83.8,False
2021-02-20,Chennai,2021,1,2,20,Saturday,Winter,27.1,22.4,24.75,4.700000000000003,4.6,1,Light,18.3,24.97857142857143,24.958333333333332,25.5,24.8,24.942857142857143,-0.19285714285714306,Warm,True,88.4,False
2021-02-21,Chennai,2021,1,2,21,Sunday,Winter,26.5,22.0,24.25,4.5,11.3,1,Moderate,17.4,24.95,24.91,24.75,24.45,24.942857142857143,-0.6928571428571431,Warm,True,99.7,False
2021-02-22,Chennai,2021,1,2,22,Monday,Winter,28.5,23.4,25.95,5.100000000000001,0.6,1,Light,16.8,25.192857142857143,24.93166666666667,24.25,24.25,24.942857142857143,1.0071428571428562,Warm,False,100.3,False
2021-02-23,Chennai,2021,1,2,23,Tuesday,Winter,28.9,22.0,25.45,6.899999999999999,0.0,0,No Rain,15.6,25.3,24.951666666666664,25.95,24.7,24.942857142857143,0.5071428571428562,Warm,False,100.3,False
2021-02-24,Chennai,2021,1,2,24,Wednesday,Winter,29.0,20.8,24.9,8.2,0.0,0,No Rain,11.6,25.307142857142857,24.95,25.45,24.85,24.942857142857143,-0.04285714285714448,Warm,False,100.3,False
2021-02-25,Chennai,2021,1,2,25,Thursday,Winter,28.9,20.6,24.75,8.299999999999997,0.0,0,No Rain,13.4,25.078571428571426,24.975,24.9,26.35,24.942857142857143,-0.19285714285714306,Warm,False,100.3,False
2021-02-26,Chennai,2021,1,2,26,Friday,Winter,30.3,21.0,25.65,9.3,0.0,0,No Rain,12.5,25.099999999999998,25.019999999999996,24.75,25.5,24.942857142857143,0.7071428571428555,Warm,False,100.3,False
2021-02-27,Chennai,2021,1,2,27,Saturday,Winter,30.5,21.6,26.05,8.899999999999999,0.0,0,No Rain,16.7,25.285714285714285,25.045,25.65,24.75,24.942857142857143,1.1071428571428577,Warm,True,100.3,False
2021-02-28,Chennai,2021,1,2,28,Sunday,Winter,29.5,20.7,25.1,8.8,0.0,0,No Rain,15.2,25.407142857142855,25.006666666666668,26.05,24.25,24.942857142857143,0.15714285714285836,Warm,True,100.3,False
2021-03-01,Chennai,2021,1,3,1,Monday,Summer,30.4,21.2,25.799999999999997,9.2,0.0,0,No Rain,17.6,25.385714285714283,25.0,25.1,25.95,26.93064516129032,-1.1306451612903246,Warm,False,100.3,False
2021-03-02,Chennai,2021,1,3,2,Tuesday,Summer,30.5,22.1,26.3,8.399999999999999,0.0,0,No Rain,14.8,25.50714285714286,25.016666666666662,25.799999999999997,25.45,26.93064516129032,-0.630645161290321,Warm,False,100.3,False
2021-03-03,Chennai,2021,1,3,3,Wednesday,Summer,29.4,21.4,25.4,8.0,0.0,0,No Rain,12.7,25.57857142857143,25.0,26.3,24.9,26.93064516129032,-1.5306451612903231,Warm,False,100.3,False
2021-03-04,Chennai,2021,1,3,4,Thursday,Summer,28.7,20.6,24.65,8.099999999999998,0.0,0,No Rain,12.7,25.564285714285713,24.98166666666667,25.4,24.75,26.93064516129032,-2.280645161290323,Warm,False,100.3,False
2021-03-05,Chennai,2021,1,3,5,Friday,Summer,29.8,20.6,25.200000000000003,9.2,0.0,0,No Rain,12.7,25.5,24.974999999999998,24.65,25.65,26.93064516129032,-1.7306451612903189,Warm,False,100.3,False
2021-03-06,Chennai,2021,1,3,6,Saturday,Summer,29.6,21.9,25.75,7.700000000000003,0.0,0,No Rain,15.1,25.457142857142856,25.009999999999998,25.200000000000003,26.05,26.93064516129032,-1.1806451612903217,Warm,True,100.3,False
2021-03-07,Chennai,2021,1,3,7,Sunday,Summer,30.4,22.8,26.6,7.599999999999998,0.0,0,No Rain,13.0,25.67142857142857,25.081666666666663,25.75,25.1,26.93064516129032,-0.3306451612903203,Warm,True,100.3,False
2021-03-08,Chennai,2021,1,3,8,Monday,Summer,29.7,23.1,26.4,6.599999999999998,0.0,0,No Rain,14.1,25.75714285714286,25.15333333333333,26.6,25.799999999999997,26.93064516129032,-0.5306451612903231,Warm,False,100.3,False
2021-03-09,Chennai,2021,1,3,9,Tuesday,Summer,30.4,23.2,26.799999999999997,7.199999999999999,0.1,1,Light,15.3,25.828571428571426,25.243333333333332,26.4,26.3,26.93064516129032,-0.13064516129032455,Warm,False,100.4,False
2021-03-10,Chennai,2021,1,3,10,Wednesday,Summer,30.4,24.5,27.45,5.899999999999999,0.5,1,Light,14.8,26.12142857142857,25.348333333333333,26.799999999999997,25.4,26.93064516129032,0.5193548387096776,Warm,False,100.9,False
2021-03-11,Chennai,2021,1,3,11,Thursday,Summer,30.4,24.4,27.4,6.0,0.0,0,No Rain,15.1,26.514285714285716,25.393333333333334,27.45,24.65,26.93064516129032,0.46935483870967687,Warm,False,100.9,False
2021-03-12,Chennai,2021,1,3,12,Friday,Summer,29.5,21.6,25.55,7.899999999999999,0.0,0,No Rain,13.2,26.564285714285713,25.453333333333333,27.4,25.200000000000003,26.93064516129032,-1.380645161290321,Warm,False,100.9,False
2021-03-13,Chennai,2021,1,3,13,Saturday,Summer,30.1,21.5,25.8,8.600000000000001,0.0,0,No Rain,14.0,26.571428571428573,25.508333333333333,25.55,25.75,26.93064516129032,-1.130645161290321,Warm,True,100.9,False
2021-03-14,Chennai,2021,1,3,14,Sunday,Summer,31.4,22.0,26.7,9.399999999999999,0.0,0,No Rain,13.2,26.585714285714285,25.584999999999997,25.8,26.6,26.93064516129032,-0.23064516129032242,Warm,True,100.9,False
2021-03-15,Chennai,2021,1,3,15,Monday,Summer,31.6,22.5,27.05,9.100000000000001,0.0,0,No Rain,16.4,26.678571428571427,25.66,26.7,26.4,26.93064516129032,0.119354838709679,Warm,False,100.9,False
2021-03-16,Chennai,2021,1,3,16,Tuesday,Summer,30.9,23.0,26.95,7.899999999999999,0.0,0,No Rain,15.7,26.7,25.743333333333332,27.05,26.799999999999997,26.93064516129032,0.01935483870967758,Warm,False,100.9,False
2021-03-17,Chennai,2021,1,3,17,Wednesday,Summer,30.5,22.4,26.45,8.100000000000001,0.0,0,No Rain,14.8,26.557142857142853,25.816666666666666,26.95,27.45,26.93064516129032,-0.4806451612903224,Warm,False,100.9,False
2021-03-18,Chennai,2021,1,3,18,Thursday,Summer,30.6,23.2,26.9,7.400000000000002,0.0,0,No Rain,13.7,26.485714285714288,25.89,26.45,27.4,26.93064516129032,-0.03064516129032313,Warm,False,100.9,False
2021-03-19,Chennai,2021,1,3,19,Friday,Summer,30.4,23.0,26.7,7.399999999999999,0.0,0,No Rain,16.6,26.650000000000002,25.951666666666664,26.9,25.55,26.93064516129032,-0.23064516129032242,Warm,False,100.9,False
2021-03-20,Chennai,2021,1,3,20,Saturday,Summer,30.6,22.0,26.3,8.600000000000001,0.0,0,No Rain,16.6,26.721428571428568,25.95,26.7,25.8,26.93064516129032,-0.630645161290321,Warm,True,100.9,False
2021-03-21,Chennai,2021,1,3,21,Sunday,Summer,31.2,22.6,26.9,8.599999999999998,0.0,0,No Rain,13.1,26.75,25.996666666666666,26.3,26.7,26.93064516129032,-0.03064516129032313,Warm,True,100.9,False
2021-03-22,Chennai,2021,1,3,22,Monday,Summer,30.8,22.6,26.700000000000003,8.2,0.0,0,No Rain,13.6,26.699999999999996,26.061666666666667,26.9,27.05,26.93064516129032,-0.23064516129031887,Warm,False,100.9,False
2021-03-23,Chennai,2021,1,3,23,Tuesday,Summer,30.6,22.5,26.55,8.100000000000001,0.0,0,No Rain,14.3,26.642857142857142,26.138333333333332,26.700000000000003,26.95,26.93064516129032,-0.380645161290321,Warm,False,100.9,False
2021-03-24,Chennai,2021,1,3,24,Wednesday,Summer,31.2,23.5,27.35,7.699999999999999,0.0,0,No Rain,14.8,26.771428571428572,26.185000000000002,26.55,26.45,26.93064516129032,0.4193548387096797,Warm,False,100.9,False
2021-03-25,Chennai,2021,1,3,25,Thursday,Summer,31.6,23.5,27.55,8.100000000000001,0.0,0,No Rain,13.9,26.864285714285717,26.255,27.35,26.9,26.93064516129032,0.619354838709679,Warm,False,100.9,False
2021-03-26,Chennai,2021,1,3,26,Friday,Summer,32.0,23.8,27.9,8.2,0.0,0,No Rain,14.5,27.035714285714285,26.355,27.55,26.7,26.93064516129032,0.9693548387096769,Warm,False,100.9,False
2021-03-27,Chennai,2021,1,3,27,Saturday,Summer,32.4,24.0,28.2,8.399999999999999,0.0,0,No Rain,16.5,27.307142857142857,26.470000000000002,27.9,26.3,26.93064516129032,1.2693548387096776,Warm,True,100.9,False
2021-03-28,Chennai,2021,1,3,28,Sunday,Summer,32.0,23.8,27.9,8.2,0.0,0,No Rain,19.7,27.45,26.545,28.2,26.9,26.93064516129032,0.9693548387096769,Warm,True,100.9,False
2021-03-29,Chennai,2021,1,3,29,Monday,Summer,32.8,25.5,29.15,7.299999999999997,0.0,0,No Rain,22.3,27.8,26.64833333333333,27.9,26.700000000000003,26.93064516129032,2.219354838709677,Warm,False,100.9,False
2021-03-30,Chennai,2021,1,3,30,Tuesday,Summer,35.5,25.2,30.35,10.3,0.0,0,No Rain,21.0,28.342857142857145,26.82333333333333,29.15,26.55,26.93064516129032,3.4193548387096797,Hot,False,100.9,False
2021-03-31,Chennai,2021,1,3,31,Wednesday,Summer,35.5,24.8,30.15,10.7,0.0,0,No Rain,25.0,28.742857142857144,26.96833333333333,30.35,27.35,26.93064516129032,3.219354838709677,Hot,False,100.9,False
2021-04-01,Chennai,2021,2,4,1,Thursday,Summer,36.0,26.5,31.25,9.5,0.0,0,No Rain,24.8,29.271428571428572,27.133333333333333,30.15,27.55,29.68166666666667,1.5683333333333316,Hot,False,100.9,False
2021-04-02,Chennai,2021,2,4,2,Friday,Summer,37.7,27.6,32.650000000000006,10.100000000000001,0.0,0,No Rain,19.3,29.949999999999996,27.375,31.25,27.9,29.68166666666667,2.9683333333333373,Hot,False,100.9,False
2021-04-03,Chennai,2021,2,4,3,Saturday,Summer,36.0,26.8,31.4,9.2,0.0,0,No Rain,25.0,30.407142857142855,27.6,32.650000000000006,28.2,29.68166666666667,1.7183333333333302,Hot,True,100.9,False
2021-04-04,Chennai,2021,2,4,4,Sunday,Summer,33.2,26.7,29.950000000000003,6.5000000000000036,0.0,0,No Rain,15.6,30.7,27.758333333333333,31.4,27.9,29.68166666666667,0.2683333333333344,Warm,True,100.9,False
2021-04-05,Chennai,2021,2,4,5,Monday,Summer,32.7,27.0,29.85,5.700000000000003,0.0,0,No Rain,15.8,30.8,27.895,29.950000000000003,29.15,29.68166666666667,0.168333333333333,Warm,False,100.9,False
2021-04-06,Chennai,2021,2,4,6,Tuesday,Summer,32.4,25.8,29.1,6.599999999999998,0.1,1,Light,18.9,30.62142857142857,27.978333333333335,29.85,30.35,29.68166666666667,-0.581666666666667,Warm,False,101.0,False
2021-04-07,Chennai,2021,2,4,7,Wednesday,Summer,32.0,24.8,28.4,7.199999999999999,0.0,0,No Rain,20.6,30.37142857142857,28.045,29.1,30.15,29.68166666666667,-1.2816666666666698,Warm,False,101.0,False
2021-04-08,Chennai,2021,2,4,8,Thursday,Summer,32.2,24.9,28.55,7.300000000000004,0.0,0,No Rain,22.7,29.985714285714288,28.103333333333335,28.4,31.25,29.68166666666667,-1.1316666666666677,Warm,False,101.0,False
2021-04-09,Chennai,2021,2,4,9,Friday,Summer,32.2,24.2,28.200000000000003,8.000000000000004,0.0,0,No Rain,20.2,29.349999999999998,28.128333333333334,28.55,32.650000000000006,29.68166666666667,-1.4816666666666656,Warm,False,101.0,False
2021-04-10,Chennai,2021,2,4,10,Saturday,Summer,31.7,25.2,28.45,6.5,0.8,1,Light,19.1,28.928571428571427,28.163333333333334,28.200000000000003,31.4,29.68166666666667,-1.2316666666666691,Warm,True,101.8,False
2021-04-11,Chennai,2021,2,4,11,Sunday,Summer,31.5,25.4,28.45,6.100000000000001,0.6,1,Light,16.6,28.714285714285715,28.259999999999998,28.45,29.950000000000003,29.68166666666667,-1.2316666666666691,Warm,True,102.4,False
2021-04-12,Chennai,2021,2,4,12,Monday,Summer,32.0,26.4,29.2,5.600000000000001,0.2,1,Light,18.6,28.62142857142857,28.373333333333335,28.45,29.85,29.68166666666667,-0.48166666666666913,Warm,False,102.6,False
2021-04-13,Chennai,2021,2,4,13,Tuesday,Summer,31.9,25.9,28.9,6.0,0.0,0,No Rain,19.1,28.592857142857145,28.446666666666665,29.2,29.1,29.68166666666667,-0.7816666666666698,Warm,False,102.6,False
2021-04-14,Chennai,2021,2,4,14,Wednesday,Summer,31.6,26.6,29.1,5.0,2.1,1,Light,19.1,28.692857142857143,28.515,28.9,28.4,29.68166666666667,-0.581666666666667,Warm,False,104.7,False
2021-04-15,Chennai,2021,2,4,15,Thursday,Summer,30.5,25.5,28.0,5.0,3.7,1,Light,12.6,28.61428571428571,28.55,29.1,28.55,29.68166666666667,-1.6816666666666684,Warm,False,108.4,False
2021-04-16,Chennai,2021,2,4,16,Friday,Summer,32.3,25.0,28.65,7.299999999999997,0.6,1,Light,18.1,28.678571428571427,28.62333333333333,28.0,28.200000000000003,29.68166666666667,-1.0316666666666698,Warm,False,109.0,False
2021-04-17,Chennai,2021,2,4,17,Saturday,Summer,32.5,26.3,29.4,6.199999999999999,0.0,0,No Rain,18.9,28.814285714285717,28.706666666666663,28.65,28.45,29.68166666666667,-0.28166666666666984,Warm,True,109.0,False
2021-04-18,Chennai,2021,2,4,18,Sunday,Summer,33.2,26.7,29.950000000000003,6.5000000000000036,0.0,0,No Rain,22.5,29.02857142857143,28.815,29.4,28.45,29.68166666666667,0.2683333333333344,Warm,True,109.0,False
2021-04-19,Chennai,2021,2,4,19,Monday,Summer,33.8,26.8,30.299999999999997,6.9999999999999964,0.0,0,No Rain,21.3,29.185714285714287,28.94833333333333,29.950000000000003,29.2,29.68166666666667,0.6183333333333287,Hot,False,109.0,False
2021-04-20,Chennai,2021,2,4,20,Tuesday,Summer,33.5,27.2,30.35,6.300000000000001,0.0,0,No Rain,24.8,29.392857142857142,29.063333333333333,30.299999999999997,28.9,29.68166666666667,0.668333333333333,Hot,False,109.0,False
2021-04-21,Chennai,2021,2,4,21,Wednesday,Summer,33.5,27.0,30.25,6.5,0.0,0,No Rain,26.1,29.557142857142857,29.181666666666665,30.35,29.1,29.68166666666667,0.5683333333333316,Hot,False,109.0,False
2021-04-22,Chennai,2021,2,4,22,Thursday,Summer,32.8,26.9,29.849999999999998,5.899999999999999,0.2,1,Light,23.0,29.821428571428573,29.291666666666668,30.25,28.0,29.68166666666667,0.16833333333332945,Warm,False,109.2,False
2021-04-23,Chennai,2021,2,4,23,Friday,Summer,33.3,27.0,30.15,6.299999999999997,0.6,1,Light,22.3,30.035714285714285,29.384999999999998,29.849999999999998,28.65,29.68166666666667,0.46833333333333016,Hot,False,109.8,False
2021-04-24,Chennai,2021,2,4,24,Saturday,Summer,33.0,27.2,30.1,5.800000000000001,0.1,1,Light,20.0,30.135714285714283,29.470000000000002,30.15,29.4,29.68166666666667,0.418333333333333,Hot,True,109.9,False
2021-04-25,Chennai,2021,2,4,25,Sunday,Summer,33.0,27.1,30.05,5.899999999999999,0.2,1,Light,21.7,30.150000000000002,29.541666666666668,30.1,29.950000000000003,29.68166666666667,0.3683333333333323,Hot,True,110.1,False
2021-04-26,Chennai,2021,2,4,26,Monday,Summer,32.6,26.5,29.55,6.100000000000001,0.4,1,Light,24.6,30.04285714285714,29.586666666666666,30.05,30.299999999999997,29.68166666666667,-0.1316666666666677,Warm,False,110.5,False
2021-04-27,Chennai,2021,2,4,27,Tuesday,Summer,32.5,26.9,29.7,5.600000000000001,0.2,1,Light,21.3,29.95,29.646666666666665,29.55,30.35,29.68166666666667,0.01833333333333087,Warm,False,110.7,False
2021-04-28,Chennai,2021,2,4,28,Wednesday,Summer,33.7,26.8,30.25,6.900000000000002,0.0,0,No Rain,21.3,29.95,29.683333333333334,29.7,30.25,29.68166666666667,0.5683333333333316,Hot,False,110.7,False
